2024-08-02 22:32:09,295 [main ] INFO  Constant - Copying default configuration to /dast/dast-output-1140569131/config.xml
2024-08-02 22:32:09,475 [main ] INFO  Constant - Creating directory /dast/dast-output-1140569131/session
2024-08-02 22:32:09,478 [main ] INFO  Constant - Creating directory /dast/dast-output-1140569131/dirbuster
2024-08-02 22:32:09,482 [main ] INFO  Constant - Creating directory /dast/dast-output-1140569131/fuzzers
2024-08-02 22:32:09,485 [main ] INFO  Constant - Creating directory /dast/dast-output-1140569131/plugin
2024-08-02 22:32:09,602 [main ] INFO  CommandLineBootstrap - ZAP 2.14.0 started 02/08/2024, 22:32:09 with home /dast/dast-output-1140569131/
2024-08-02 22:32:46,479 [main ] INFO  ExtensionFactory - Installed add-ons: [[id=alertFilters, version=20.0.0], [id=ascanrules, version=65.0.0], [id=authhelper, version=0.12.0], [id=automation, version=0.37.0], [id=bruteforce, version=15.0.0], [id=callhome, version=0.11.0], [id=commonlib, version=1.23.0], [id=database, version=0.3.0], [id=diff, version=14.0.0], [id=directorylistv1, version=7.0.0], [id=domxss, version=18.0.0], [id=encoder, version=1.4.0], [id=exim, version=0.8.0], [id=formhandler, version=6.5.0], [id=fuzz, version=13.12.0], [id=gettingStarted, version=16.0.0], [id=graaljs, version=0.5.0], [id=graphql, version=0.23.0], [id=help, version=17.0.0], [id=hud, version=0.18.0], [id=invoke, version=14.0.0], [id=network, version=0.15.0], [id=oast, version=0.17.0], [id=onlineMenu, version=12.0.0], [id=openapi, version=39.0.0], [id=postman, version=0.3.0], [id=pscanrules, version=57.0.0], [id=quickstart, version=45.0.0], [id=replacer, version=16.0.0], [id=reports, version=0.31.0], [id=requester, version=7.5.0], [id=retest, version=0.8.0], [id=retire, version=0.34.0], [id=reveal, version=7.0.0], [id=scripts, version=45.1.0], [id=selenium, version=15.21.0], [id=soap, version=22.0.0], [id=spider, version=0.10.0], [id=spiderAjax, version=23.18.0], [id=tips, version=12.0.0], [id=webdriverlinux, version=77.0.0], [id=websocket, version=30.0.0], [id=zest, version=43.0.0]]
2024-08-02 22:32:46,481 [main ] INFO  ExtensionFactory - Loading extensions
2024-08-02 22:32:48,408 [main ] INFO  TlsUtils - Using supported SSL/TLS protocols: [TLSv1.2, TLSv1.3]
2024-08-02 22:32:49,040 [main ] INFO  ExtensionFactory - Extensions loaded
2024-08-02 22:32:49,973 [main ] INFO  ExtensionLoader - Initializing Auto-update Extension - Allows ZAP to check for updates
2024-08-02 22:32:49,977 [main ] INFO  ExtensionLoader - Initializing Options Extension - Options Extension
2024-08-02 22:32:49,977 [main ] INFO  ExtensionLoader - Initializing Edit Menu Extension - Edit Menu Extension
2024-08-02 22:32:49,978 [main ] INFO  ExtensionLoader - Initializing API Extension - Provides a rest based API for controlling and accessing ZAP
2024-08-02 22:32:49,988 [main ] INFO  ExtensionLoader - Initializing History Extension - History Extension
2024-08-02 22:32:49,990 [main ] INFO  ExtensionLoader - Initializing ExtensionReveal - Show hidden fields and enable disabled fields
2024-08-02 22:32:49,991 [main ] INFO  ExtensionLoader - Initializing Search Extension - Search messages for strings and regular expressions
2024-08-02 22:32:49,993 [main ] INFO  ExtensionLoader - Initializing Breakpoint Extension - Allows you to intercept and modify requests and responses
2024-08-02 22:32:49,995 [main ] INFO  ExtensionLoader - Initializing Passive Scan Extension - Passive scanner
2024-08-02 22:32:50,082 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Script Passive Scan Rules
2024-08-02 22:32:50,083 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Stats Passive Scan Rule
2024-08-02 22:32:50,084 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Vulnerable JS Library (Powered by Retire.js)
2024-08-02 22:32:50,085 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Authentication Request Identified
2024-08-02 22:32:50,085 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Session Management Response Identified
2024-08-02 22:32:50,086 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Verification Request Identified
2024-08-02 22:32:50,087 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: WSDL File Detection
2024-08-02 22:32:50,087 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Script Passive Scan Rules
2024-08-02 22:32:50,088 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Anti-clickjacking Header
2024-08-02 22:32:50,088 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Application Error Disclosure
2024-08-02 22:32:50,089 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Big Redirect Detected (Potential Sensitive Information Leak)
2024-08-02 22:32:50,089 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Re-examine Cache-control Directives
2024-08-02 22:32:50,089 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Charset Mismatch
2024-08-02 22:32:50,090 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Content Security Policy (CSP) Header Not Set
2024-08-02 22:32:50,090 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: CSP
2024-08-02 22:32:50,091 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Content-Type Header Missing
2024-08-02 22:32:50,091 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie No HttpOnly Flag
2024-08-02 22:32:50,091 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Loosely Scoped Cookie
2024-08-02 22:32:50,092 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie without SameSite Attribute
2024-08-02 22:32:50,092 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie Without Secure Flag
2024-08-02 22:32:50,093 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Cross-Domain Misconfiguration
2024-08-02 22:32:50,093 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
2024-08-02 22:32:50,094 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Absence of Anti-CSRF Tokens
2024-08-02 22:32:50,094 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Directory Browsing
2024-08-02 22:32:50,095 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Hash Disclosure
2024-08-02 22:32:50,095 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Heartbleed OpenSSL Vulnerability (Indicative)
2024-08-02 22:32:50,096 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Private IP Disclosure
2024-08-02 22:32:50,097 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Session ID in URL Rewrite
2024-08-02 22:32:50,098 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Debug Error Messages
2024-08-02 22:32:50,099 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Information in URL
2024-08-02 22:32:50,100 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
2024-08-02 22:32:50,101 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Suspicious Comments
2024-08-02 22:32:50,102 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Weak Authentication Method
2024-08-02 22:32:50,103 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: HTTP to HTTPS Insecure Transition in Form Post
2024-08-02 22:32:50,103 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: HTTPS to HTTP Insecure Transition in Form Post
2024-08-02 22:32:50,104 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Insecure JSF ViewState
2024-08-02 22:32:50,105 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Reverse Tabnabbing
2024-08-02 22:32:50,106 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Secure Pages Include Mixed Content
2024-08-02 22:32:50,106 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Modern Web Application
2024-08-02 22:32:50,107 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: PII Disclosure
2024-08-02 22:32:50,108 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Retrieved from Cache
2024-08-02 22:32:50,109 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: HTTP Server Response Header
2024-08-02 22:32:50,109 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Strict-Transport-Security Header
2024-08-02 22:32:50,110 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Timestamp Disclosure
2024-08-02 22:32:50,111 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: User Controllable Charset
2024-08-02 22:32:50,111 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie Poisoning
2024-08-02 22:32:50,112 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: User Controllable HTML Element Attribute (Potential XSS)
2024-08-02 22:32:50,113 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: User Controllable JavaScript Event (XSS)
2024-08-02 22:32:50,113 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Open Redirect
2024-08-02 22:32:50,114 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Username Hash Found
2024-08-02 22:32:50,114 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Viewstate
2024-08-02 22:32:50,115 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: X-AspNet-Version Response Header
2024-08-02 22:32:50,116 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Backend-Server Header Information Leak
2024-08-02 22:32:50,116 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: X-ChromeLogger-Data (XCOLD) Header Information Leak
2024-08-02 22:32:50,117 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Content-Type-Options Header Missing
2024-08-02 22:32:50,118 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Debug-Token Information Leak
2024-08-02 22:32:50,118 [main ] INFO  ExtensionPassiveScan - loaded passive scan rule: Server Leaks Information via "X-Powered-By" HTTP Response Header Field(s)
2024-08-02 22:32:50,141 [main ] INFO  ExtensionLoader - Initializing Alerts Extension - Allows you to view and manage alerts
2024-08-02 22:32:50,145 [main ] INFO  ExtensionLoader - Initializing Active Scan Extension - Active scanner, heavily based on the original Paros active scanner, but with additional tests added
2024-08-02 22:32:50,164 [main ] INFO  ExtensionLoader - Initializing Standard Menus Extension - A set of common popup menus for miscellaneous tasks
2024-08-02 22:32:50,165 [main ] INFO  ExtensionLoader - Initializing ExtensionBruteForce - Forced browsing of files and directories using code from the OWASP DirBuster tool
2024-08-02 22:32:50,169 [main ] INFO  ExtensionLoader - Initializing Compare Extension - Compares 2 sessions and generates an HTML file showing the differences
2024-08-02 22:32:50,170 [main ] INFO  ExtensionLoader - Initializing ExtensionInvoke - Invoke external applications passing context related information such as URLs and parameters
2024-08-02 22:32:50,171 [main ] INFO  ExtensionLoader - Initializing Anti-CSRF Extension - Handles anti cross site request forgery (CSRF) tokens
2024-08-02 22:32:50,182 [main ] INFO  ExtensionLoader - Initializing Authentication Extension - Authentication Extension
2024-08-02 22:32:50,199 [main ] INFO  ExtensionAuthentication - Loaded authentication method types: [Form-based Authentication, HTTP/NTLM Authentication, Manual Authentication, Script-based Authentication, JSON-based Authentication]
2024-08-02 22:32:50,205 [main ] INFO  ExtensionLoader - Initializing Log4j Extension - Logs errors to the Output tab in development mode only
2024-08-02 22:32:50,206 [main ] INFO  ExtensionLoader - Initializing Users Extension - Users Extension
2024-08-02 22:32:50,211 [main ] INFO  ExtensionLoader - Initializing Parameters Extension - Summarise and analyse FORM and URL parameters as well as cookies
2024-08-02 22:32:50,213 [main ] INFO  ExtensionLoader - Initializing Script Extension - Script integration
2024-08-02 22:32:50,220 [main ] INFO  ExtensionLoader - Initializing ExtensionScripts - Scripting console, supports all JSR 223 scripting languages
2024-08-02 22:32:50,542 [main ] WARN  AbstractParam - Failed to create enum for 'script.console.defaultScriptChangedBehaviour' using 'Ask Each Time'. Valid values: [Keep Script, Replace Script, Ask Each Time]
2024-08-02 22:32:50,543 [main ] INFO  ExtensionLoader - Initializing Forced User Extension - Forced User Extension
2024-08-02 22:32:50,544 [main ] INFO  ExtensionLoader - Initializing HTTP Sessions Extension - Extension handling HTTP sessions
